#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0005178	integrin binding	7	114	0.0028	ENSMUSP00000021028,ENSMUSP00000032492,ENSMUSP00000042211,ENSMUSP00000087119,ENSMUSP00000099793,ENSMUSP00000107873,ENSMUSP00000109144	Cd9,Fap,Itgb3,Kdr,Mmp14,Sema7a,Vwf
GO:0005548	phospholipid transporter activity	5	49	0.0033	ENSMUSP00000013995,ENSMUSP00000034932,ENSMUSP00000034941,ENSMUSP00000041204,ENSMUSP00000091318	Abca4,Abcb1a,Plscr1,Plscr2,Plscr4
GO:0017128	phospholipid scramblase activity	3	8	0.0034	ENSMUSP00000034932,ENSMUSP00000034941,ENSMUSP00000091318	Plscr1,Plscr2,Plscr4
GO:0043169	cation binding	49	3516	0.0035	ENSMUSP00000001051,ENSMUSP00000004140,ENSMUSP00000005829,ENSMUSP00000006761,ENSMUSP00000019734,ENSMUSP00000021119,ENSMUSP00000021120,ENSMUSP00000023151,ENSMUSP00000023629,ENSMUSP00000023832,ENSMUSP00000024756,ENSMUSP00000024860,ENSMUSP00000029795,ENSMUSP00000030691,ENSMUSP00000031793,ENSMUSP00000031982,ENSMUSP00000032738,ENSMUSP00000034215,ENSMUSP00000034932,ENSMUSP00000035900,ENSMUSP00000040271,ENSMUSP00000044624,ENSMUSP00000047597,ENSMUSP00000049474,ENSMUSP00000054526,ENSMUSP00000057096,ENSMUSP00000057815,ENSMUSP00000059889,ENSMUSP00000063548,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000070868,ENSMUSP00000076886,ENSMUSP00000084882,ENSMUSP00000087119,ENSMUSP00000088833,ENSMUSP00000091318,ENSMUSP00000096877,ENSMUSP00000099392,ENSMUSP00000099411,ENSMUSP00000099504,ENSMUSP00000103939,ENSMUSP00000105053,ENSMUSP00000110417,ENSMUSP00000113062,ENSMUSP00000119609,ENSMUSP00000123924,ENSMUSP00000124578,ENSMUSP00000127329	Abat,Acpp,Ampd3,Arhgap29,Arhgef28,Aspa,Bcl6,Bmpr1a,Chrna7,Clca1,Cyb561,Cyp26b1,Ddr1,Dsg2,Egr1,Ehd3,Enpp5,Fhl1,Gda,Gem,Gstm1,Hpgds,Kcnip3,Matn4,Mmp14,Mmrn1,Mt1,Nt5c3,Pclo,Pgr,Phf11d,Pla2g4a,Plscr1,Plscr2,Prnp,Pros1,Rgn,Rorb,Rorc,Runx1t1,S100a6,Selp,Tgm2,Thbd,Tnfsf10,Trim47,Vldlr,Zfp36,Zswim5
GO:0004888	transmembrane signaling receptor activity	19	863	0.0037	ENSMUSP00000022746,ENSMUSP00000031121,ENSMUSP00000032262,ENSMUSP00000032738,ENSMUSP00000033952,ENSMUSP00000035900,ENSMUSP00000040715,ENSMUSP00000042327,ENSMUSP00000047597,ENSMUSP00000048736,ENSMUSP00000052404,ENSMUSP00000069457,ENSMUSP00000096877,ENSMUSP00000108019,ENSMUSP00000108686,ENSMUSP00000109144,ENSMUSP00000113062,ENSMUSP00000122072,ENSMUSP00000127329	Bmpr1a,Chrna7,Clec1b,Cysltr2,Ddr1,Gabra4,Ghr,Gpr183,Gpr64,Il1rapl2,Kdr,Lpar6,Osmr,Ptger4,Ramp2,Rorb,Sfrp1,Thbd,Vldlr
GO:0004364	glutathione transferase activity	4	28	0.0041	ENSMUSP00000004137,ENSMUSP00000004140,ENSMUSP00000012348,ENSMUSP00000031982	Gstm1,Gstm2,Gstm7,Hpgds
GO:0005102	signaling receptor binding	27	1515	0.0041	ENSMUSP00000004137,ENSMUSP00000006679,ENSMUSP00000015712,ENSMUSP00000019064,ENSMUSP00000021028,ENSMUSP00000022616,ENSMUSP00000029566,ENSMUSP00000032492,ENSMUSP00000033952,ENSMUSP00000034941,ENSMUSP00000037854,ENSMUSP00000040271,ENSMUSP00000042211,ENSMUSP00000056703,ENSMUSP00000063562,ENSMUSP00000063656,ENSMUSP00000064538,ENSMUSP00000087119,ENSMUSP00000087947,ENSMUSP00000088833,ENSMUSP00000091318,ENSMUSP00000099793,ENSMUSP00000107863,ENSMUSP00000107873,ENSMUSP00000109144,ENSMUSP00000128388,ENSMUSP00000130929	Cd9,Clu,Cxcl16,Dnm3,Efna1,Fap,Fyb,Gstm7,Itgb3,Kdr,Lpl,Ly6e,Mmp14,Neo1,Nrg4,Ntf3,Pdgfd,Pgr,Plcl1,Plscr1,Plscr4,Prnp,Prtn3,Sema7a,Sfrp1,Tnfsf10,Vwf
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	12	409	0.0052	ENSMUSP00000017151,ENSMUSP00000028639,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000091318,ENSMUSP00000102711,ENSMUSP00000104732,ENSMUSP00000132547	Egr1,Jun,Maf,Mef2c,Meis2,Ndn,Pbx3,Pgr,Plscr1,Rbpjl,Rorb,Tsc22d1
GO:0046872	metal ion binding	47	3430	0.0054	ENSMUSP00000001051,ENSMUSP00000004140,ENSMUSP00000005829,ENSMUSP00000006761,ENSMUSP00000019734,ENSMUSP00000021119,ENSMUSP00000021120,ENSMUSP00000023151,ENSMUSP00000023629,ENSMUSP00000023832,ENSMUSP00000024756,ENSMUSP00000024860,ENSMUSP00000029795,ENSMUSP00000030691,ENSMUSP00000031793,ENSMUSP00000031982,ENSMUSP00000034215,ENSMUSP00000034932,ENSMUSP00000035900,ENSMUSP00000040271,ENSMUSP00000044624,ENSMUSP00000047597,ENSMUSP00000049474,ENSMUSP00000054526,ENSMUSP00000057096,ENSMUSP00000057815,ENSMUSP00000063548,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000070868,ENSMUSP00000076886,ENSMUSP00000084882,ENSMUSP00000087119,ENSMUSP00000088833,ENSMUSP00000091318,ENSMUSP00000096877,ENSMUSP00000099392,ENSMUSP00000099411,ENSMUSP00000099504,ENSMUSP00000103939,ENSMUSP00000105053,ENSMUSP00000110417,ENSMUSP00000113062,ENSMUSP00000119609,ENSMUSP00000123924,ENSMUSP00000124578,ENSMUSP00000127329	Abat,Ampd3,Arhgap29,Arhgef28,Aspa,Bcl6,Bmpr1a,Clca1,Cyb561,Cyp26b1,Ddr1,Dsg2,Egr1,Ehd3,Enpp5,Fhl1,Gda,Gem,Gstm1,Hpgds,Kcnip3,Matn4,Mmp14,Mmrn1,Mt1,Nt5c3,Pclo,Pgr,Phf11d,Pla2g4a,Plscr1,Plscr2,Prnp,Pros1,Rgn,Rorb,Rorc,Runx1t1,S100a6,Selp,Tgm2,Thbd,Tnfsf10,Trim47,Vldlr,Zfp36,Zswim5
GO:0070679	inositol 1,4,5 trisphosphate binding	3	14	0.0085	ENSMUSP00000037854,ENSMUSP00000057965,ENSMUSP00000139672	Plcl1,Trpc1,Trpc6
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	16	724	0.0089	ENSMUSP00000017151,ENSMUSP00000020692,ENSMUSP00000023151,ENSMUSP00000028639,ENSMUSP00000029795,ENSMUSP00000035900,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000091318,ENSMUSP00000102711,ENSMUSP00000104732,ENSMUSP00000132547	Bcl6,Bmpr1a,Btg2,Egr1,Jun,Maf,Mef2c,Meis2,Ndn,Pbx3,Pgr,Plscr1,Rbpjl,Rorb,Rorc,Tsc22d1
GO:0090555	phosphatidylethanolamine-translocating ATPase activity	2	2	0.0092	ENSMUSP00000013995,ENSMUSP00000041204	Abca4,Abcb1a
GO:0030246	carbohydrate binding	9	265	0.0094	ENSMUSP00000000109,ENSMUSP00000032262,ENSMUSP00000032472,ENSMUSP00000047065,ENSMUSP00000047730,ENSMUSP00000056916,ENSMUSP00000069418,ENSMUSP00000123924,ENSMUSP00000134504	C4b,Clec1a,Clec1b,Cntn1,Klrb1b,Klrb1c,Sbspon,Selp,Zg16
GO:0030228	lipoprotein particle receptor activity	3	16	0.0101	ENSMUSP00000001279,ENSMUSP00000019064,ENSMUSP00000127329	Cxcl16,Lsr,Vldlr
GO:0043295	glutathione binding	3	17	0.0114	ENSMUSP00000004137,ENSMUSP00000004140,ENSMUSP00000012348	Gstm1,Gstm2,Gstm7
GO:0008142	oxysterol binding	2	3	0.0123	ENSMUSP00000029795,ENSMUSP00000052404	Gpr183,Rorc
GO:0042277	peptide binding	9	280	0.0123	ENSMUSP00000004137,ENSMUSP00000004140,ENSMUSP00000012348,ENSMUSP00000021028,ENSMUSP00000022616,ENSMUSP00000032738,ENSMUSP00000069457,ENSMUSP00000088833,ENSMUSP00000122072	Chrna7,Clu,Ghr,Gstm1,Gstm2,Gstm7,Itgb3,Prnp,Ramp2
GO:0052650	NADP-retinol dehydrogenase activity	2	3	0.0123	ENSMUSP00000027053,ENSMUSP00000122552	Dhrs3,Rdh10
GO:0008289	lipid binding	14	652	0.0189	ENSMUSP00000004140,ENSMUSP00000015712,ENSMUSP00000024860,ENSMUSP00000029795,ENSMUSP00000030691,ENSMUSP00000034745,ENSMUSP00000052404,ENSMUSP00000055694,ENSMUSP00000063562,ENSMUSP00000070868,ENSMUSP00000076886,ENSMUSP00000087947,ENSMUSP00000099945,ENSMUSP00000123924	Cyp26b1,Ehd3,Fyb,Gpr183,Gstm1,Lpl,Myo1e,Pclo,Pgr,Pla2g4a,Plek,Rorc,Sdpr,Selp
GO:0002020	protease binding	6	142	0.0223	ENSMUSP00000017188,ENSMUSP00000021028,ENSMUSP00000027009,ENSMUSP00000088833,ENSMUSP00000099793,ENSMUSP00000107873	Casp12,Fap,Itgb3,Prnp,Serpinb6a,Vwf
GO:0008559	xenobiotic transmembrane transporting ATPase activity	2	5	0.0223	ENSMUSP00000009058,ENSMUSP00000041204	Abcb1a,Abcb1b
