#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0004888	transmembrane signaling receptor activity	18	863	0.0033	ENSMUSP00000003274,ENSMUSP00000010605,ENSMUSP00000022746,ENSMUSP00000032262,ENSMUSP00000033952,ENSMUSP00000035900,ENSMUSP00000039041,ENSMUSP00000040715,ENSMUSP00000042327,ENSMUSP00000047597,ENSMUSP00000052404,ENSMUSP00000069457,ENSMUSP00000094082,ENSMUSP00000096877,ENSMUSP00000108019,ENSMUSP00000108686,ENSMUSP00000122072,ENSMUSP00000127329	Bmpr1a,Clec1b,Csf2rb,Cysltr2,Ebi3,Flt3,Ghr,Gpr183,Gpr64,Il12rb2,Il1rapl2,Lpar6,Osmr,Ramp2,Rorb,Sfrp1,Thbd,Vldlr
GO:0008289	lipid binding	15	652	0.0044	ENSMUSP00000015712,ENSMUSP00000018094,ENSMUSP00000024860,ENSMUSP00000029795,ENSMUSP00000030691,ENSMUSP00000034745,ENSMUSP00000052404,ENSMUSP00000055694,ENSMUSP00000063562,ENSMUSP00000070868,ENSMUSP00000076886,ENSMUSP00000087947,ENSMUSP00000099945,ENSMUSP00000104511,ENSMUSP00000123924	Anxa6,Cyp26b1,Ehd3,Fyb,Gpr183,Hnf4a,Lpl,Myo1e,Pclo,Pgr,Pla2g4a,Plek,Rorc,Sdpr,Selp
GO:0050839	cell adhesion molecule binding	8	207	0.0067	ENSMUSP00000005256,ENSMUSP00000021028,ENSMUSP00000032492,ENSMUSP00000057096,ENSMUSP00000063656,ENSMUSP00000087119,ENSMUSP00000099793,ENSMUSP00000107873	Cd9,Dsg2,Fap,Itgb3,Mmp14,Ndrg1,Neo1,Vwf
GO:0048306	calcium-dependent protein binding	5	71	0.0081	ENSMUSP00000001051,ENSMUSP00000099504,ENSMUSP00000104511,ENSMUSP00000123924,ENSMUSP00000127329	Anxa6,Kcnip3,S100a6,Selp,Vldlr
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	11	409	0.0084	ENSMUSP00000017151,ENSMUSP00000018094,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000091318,ENSMUSP00000102711,ENSMUSP00000132547	Egr1,Hnf4a,Jun,Mef2c,Ndn,Pbx3,Pgr,Plscr1,Rbpjl,Rorb,Tsc22d1
GO:1901681	sulfur compound binding	8	221	0.0084	ENSMUSP00000008684,ENSMUSP00000012348,ENSMUSP00000015712,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000033952,ENSMUSP00000101981,ENSMUSP00000123924	Cd34,Gstm2,Hnf4a,Lpl,Mgst1,Selp,Sfrp1,Sult1a1
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	15	724	0.0086	ENSMUSP00000017151,ENSMUSP00000018094,ENSMUSP00000023151,ENSMUSP00000029795,ENSMUSP00000035900,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000091318,ENSMUSP00000102711,ENSMUSP00000116006,ENSMUSP00000132547	Bcl6,Bmpr1a,Egr1,Hnf4a,Jun,Mef2c,Ndn,Pbx3,Pgr,Plscr1,Rbpjl,Rorb,Rorc,Satb1,Tsc22d1
GO:0030228	lipoprotein particle receptor activity	3	16	0.0086	ENSMUSP00000001279,ENSMUSP00000019064,ENSMUSP00000127329	Cxcl16,Lsr,Vldlr
GO:0090555	phosphatidylethanolamine-translocating ATPase activity	2	2	0.0086	ENSMUSP00000013995,ENSMUSP00000041204	Abca4,Abcb1a
GO:0046872	metal ion binding	42	3430	0.0102	ENSMUSP00000001051,ENSMUSP00000006761,ENSMUSP00000018094,ENSMUSP00000019734,ENSMUSP00000021119,ENSMUSP00000021120,ENSMUSP00000023151,ENSMUSP00000023629,ENSMUSP00000024756,ENSMUSP00000024860,ENSMUSP00000029795,ENSMUSP00000030691,ENSMUSP00000031982,ENSMUSP00000034187,ENSMUSP00000034215,ENSMUSP00000034932,ENSMUSP00000035900,ENSMUSP00000040271,ENSMUSP00000044624,ENSMUSP00000047597,ENSMUSP00000049474,ENSMUSP00000054526,ENSMUSP00000057096,ENSMUSP00000057815,ENSMUSP00000063548,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000070868,ENSMUSP00000076886,ENSMUSP00000087119,ENSMUSP00000091318,ENSMUSP00000096877,ENSMUSP00000099392,ENSMUSP00000099411,ENSMUSP00000099504,ENSMUSP00000103939,ENSMUSP00000104511,ENSMUSP00000105053,ENSMUSP00000110417,ENSMUSP00000123924,ENSMUSP00000124578,ENSMUSP00000127329	Abat,Anxa6,Arhgap29,Arhgef28,Aspa,Bcl6,Bmpr1a,Clca1,Cyb561,Cyp26b1,Dsg2,Egr1,Ehd3,Enpp5,Fhl1,Gem,Hnf4a,Hpgds,Kcnip3,Matn4,Mmp14,Mmp2,Mt1,Pclo,Pgr,Phf11d,Pla2g4a,Plscr1,Plscr2,Pros1,Rorb,Rorc,Runx1t1,S100a6,Selp,Tgm2,Thbd,Tnfsf10,Trim47,Vldlr,Zfp36,Zswim5
GO:0004879	nuclear receptor activity	4	47	0.0117	ENSMUSP00000018094,ENSMUSP00000029795,ENSMUSP00000047597,ENSMUSP00000063562	Hnf4a,Pgr,Rorb,Rorc
GO:0005548	phospholipid transporter activity	4	49	0.0117	ENSMUSP00000013995,ENSMUSP00000034932,ENSMUSP00000041204,ENSMUSP00000091318	Abca4,Abcb1a,Plscr1,Plscr2
GO:0008142	oxysterol binding	2	3	0.0117	ENSMUSP00000029795,ENSMUSP00000052404	Gpr183,Rorc
GO:0019899	enzyme binding	30	2175	0.0117	ENSMUSP00000005256,ENSMUSP00000006679,ENSMUSP00000010605,ENSMUSP00000012348,ENSMUSP00000017188,ENSMUSP00000021028,ENSMUSP00000022616,ENSMUSP00000027009,ENSMUSP00000028241,ENSMUSP00000039041,ENSMUSP00000052283,ENSMUSP00000055694,ENSMUSP00000057815,ENSMUSP00000057965,ENSMUSP00000063548,ENSMUSP00000063562,ENSMUSP00000064538,ENSMUSP00000069457,ENSMUSP00000069616,ENSMUSP00000070868,ENSMUSP00000091318,ENSMUSP00000099793,ENSMUSP00000099945,ENSMUSP00000102711,ENSMUSP00000103935,ENSMUSP00000105053,ENSMUSP00000107182,ENSMUSP00000107873,ENSMUSP00000126279,ENSMUSP00000132547	Abat,Arhgef28,Casp12,Clu,Dennd5b,Dnm3,Ect2,Egr1,Fap,Flt3,Ghr,Gstm2,Il12rb2,Itgb3,Jun,Lamp2,Mef2c,Ndrg1,Pgr,Pla2g4a,Plek,Plscr1,Prtn3,Ptprk,Sdpr,Serpinb6a,Stom,Trpc6,Vwf,Zfp36
GO:0005102	signaling receptor binding	23	1515	0.0134	ENSMUSP00000003274,ENSMUSP00000006679,ENSMUSP00000015712,ENSMUSP00000018094,ENSMUSP00000019064,ENSMUSP00000021028,ENSMUSP00000022616,ENSMUSP00000029566,ENSMUSP00000032492,ENSMUSP00000033952,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000040271,ENSMUSP00000063562,ENSMUSP00000063656,ENSMUSP00000064538,ENSMUSP00000087047,ENSMUSP00000087119,ENSMUSP00000087947,ENSMUSP00000091318,ENSMUSP00000099793,ENSMUSP00000107873,ENSMUSP00000130929	Cd86,Cd9,Clu,Cxcl16,Dnm3,Ebi3,Efna1,Fap,Flt3,Fyb,Hnf4a,Il15,Itgb3,Lpl,Mmp14,Neo1,Nrg4,Pgr,Plscr1,Prtn3,Sfrp1,Tnfsf10,Vwf
GO:0000976	transcription regulatory region sequence-specific DNA binding	14	728	0.0178	ENSMUSP00000017151,ENSMUSP00000018094,ENSMUSP00000023151,ENSMUSP00000029795,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000099504,ENSMUSP00000102711,ENSMUSP00000116006,ENSMUSP00000132547	Bcl6,Egr1,Hnf4a,Jun,Kcnip3,Mef2c,Ndn,Pbx3,Pgr,Rbpjl,Rorb,Rorc,Satb1,Tsc22d1
GO:0003707	steroid hormone receptor activity	4	58	0.0178	ENSMUSP00000018094,ENSMUSP00000029795,ENSMUSP00000047597,ENSMUSP00000063562	Hnf4a,Pgr,Rorb,Rorc
GO:0008559	xenobiotic transmembrane transporting ATPase activity	2	5	0.0178	ENSMUSP00000009058,ENSMUSP00000041204	Abcb1a,Abcb1b
GO:0004364	glutathione transferase activity	3	28	0.0224	ENSMUSP00000008684,ENSMUSP00000012348,ENSMUSP00000031982	Gstm2,Hpgds,Mgst1
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	13	677	0.0234	ENSMUSP00000017151,ENSMUSP00000018094,ENSMUSP00000023151,ENSMUSP00000029795,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000102711,ENSMUSP00000116006,ENSMUSP00000132547	Bcl6,Egr1,Hnf4a,Jun,Mef2c,Ndn,Pbx3,Pgr,Rbpjl,Rorb,Rorc,Satb1,Tsc22d1
GO:0003700	DNA-binding transcription factor activity	16	945	0.0242	ENSMUSP00000006761,ENSMUSP00000017151,ENSMUSP00000018094,ENSMUSP00000023151,ENSMUSP00000029795,ENSMUSP00000035900,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000063562,ENSMUSP00000069616,ENSMUSP00000091318,ENSMUSP00000102711,ENSMUSP00000116006,ENSMUSP00000132547	Bcl6,Bmpr1a,Egr1,Hnf4a,Jun,Mef2c,Ndn,Pbx3,Pgr,Plscr1,Rbpjl,Rorb,Rorc,Runx1t1,Satb1,Tsc22d1
GO:0005178	integrin binding	5	114	0.0242	ENSMUSP00000021028,ENSMUSP00000032492,ENSMUSP00000087119,ENSMUSP00000099793,ENSMUSP00000107873	Cd9,Fap,Itgb3,Mmp14,Vwf
GO:0043168	anion binding	32	2578	0.0251	ENSMUSP00000000505,ENSMUSP00000008684,ENSMUSP00000009058,ENSMUSP00000012348,ENSMUSP00000013995,ENSMUSP00000015712,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018569,ENSMUSP00000024860,ENSMUSP00000030691,ENSMUSP00000033952,ENSMUSP00000034745,ENSMUSP00000035900,ENSMUSP00000039041,ENSMUSP00000041204,ENSMUSP00000055694,ENSMUSP00000057965,ENSMUSP00000059498,ENSMUSP00000063548,ENSMUSP00000064538,ENSMUSP00000070868,ENSMUSP00000076886,ENSMUSP00000078022,ENSMUSP00000099411,ENSMUSP00000099945,ENSMUSP00000101981,ENSMUSP00000103939,ENSMUSP00000104511,ENSMUSP00000108675,ENSMUSP00000123924,ENSMUSP00000139672	Abat,Abca4,Abcb1a,Abcb1b,Anxa6,Bmpr1a,Cd34,Cyp26b1,Dhx40,Dnm3,Ehd3,Flt3,Gem,Gstm2,Hnf4a,Lpl,Mcm7,Mgst1,Myo1e,Nrk,Pclo,Pla2g4a,Plek,Rhoj,Sdpr,Selp,Sfrp1,Sult1a1,Tdrd9,Tgm2,Trpc1,Trpc6
GO:0005215	transporter activity	17	1067	0.0284	ENSMUSP00000001051,ENSMUSP00000009058,ENSMUSP00000013995,ENSMUSP00000034932,ENSMUSP00000041204,ENSMUSP00000054526,ENSMUSP00000057965,ENSMUSP00000073829,ENSMUSP00000091318,ENSMUSP00000099504,ENSMUSP00000104511,ENSMUSP00000106154,ENSMUSP00000107182,ENSMUSP00000122072,ENSMUSP00000125114,ENSMUSP00000127329,ENSMUSP00000139672	Abca4,Abcb1a,Abcb1b,Anxa6,Clca1,Dennd5b,Kcnip3,Plscr1,Plscr2,Ramp2,S100a6,Slc14a1,Slc28a2,Slc6a15,Trpc1,Trpc6,Vldlr
GO:0017128	phospholipid scramblase activity	2	8	0.0284	ENSMUSP00000034932,ENSMUSP00000091318	Plscr1,Plscr2
GO:0008239	dipeptidyl-peptidase activity	2	9	0.0330	ENSMUSP00000075429,ENSMUSP00000099793	Fap,Prcp
GO:0038024	cargo receptor activity	4	79	0.0367	ENSMUSP00000001279,ENSMUSP00000019064,ENSMUSP00000047730,ENSMUSP00000127329	Cxcl16,Lsr,Sbspon,Vldlr
GO:0004177	aminopeptidase activity	3	39	0.0400	ENSMUSP00000075429,ENSMUSP00000087119,ENSMUSP00000099793	Fap,Mmp14,Prcp
